id,dialogue,summary
13727662,"Kevin: Hi Kai, you ok man?
Kai: Hi Unc! What you up to?
Kevin: Just doing my accounts man, thrilling stuff!
Kai: You bet! 🙃 What's Aunty Linda doing?
Kevin: Gone up Asda, picking her up after. Listen, how did you like it on the site last week?
Kai: Not bad, man, pretty hard work, tho.
Kevin: Goes with the territory, mate. Well, I managed to get the firm a permanent contract yesterday.
Kai: Good for you, Unc!
Kevin: Thing is, they need lots of brickies, mates and labourers, you keen?
Kai: Yep! But I'm not trained in anything and me and school, y'know, not good!
Kevin: Look, I'll ask Darren if you can help with the cement mixing and make some enquiries. What about an apprenticeship in bricklaying, something like that? We'll talk properly Monday. See you at the site, 8am sharp!
Kai: Thanks Kev, I'd love to give it a go. See you Monday! 😀","Kevin is doing his accounts. Kai, the nephew, worked on the construction site last week. Kevin's company got a permanent contract yesterday. Kevin and Kai will talk on Monday about an apprenticeship in the company. "
13611409,"Ellen: Did U read King's new book?
Carol: Of course not. His storries scare the crap out of me.
Ellen: Don't be such a babby!. It is brilliant!
Carol: Well, maybe, if you don't want to sleep all night.
Ellen: Stop it. It's not real for god sake. You should try.
Carol: I don't think so. I'm a coward
Ellen: Try to read this one and I will give you a break If you don't like it.
Carol: For real? You promise?
Ellen: Yes, I promise
Carol: Ok, I'll give it a try.",Carol hasn't read the new book by King as his stories scare her. Ellen encourages Carol to read one of them until Carol promises to do so.
13821875,"Jim: I've been to MoMA today
Jim: there is an amazing exhibition about Yugoslav architecture
Jim: Have you seen it?
Nic: Yes, last month, this is a really beautifully curated exhibition
Jenny: Jim, I wanted to know your opinion about it, since you know so much about the region
Jenny: Is it really so well made? because for a person who knows nothing about Yugoslavia it seems quite amazing
Jim: it is extremely well prepared and presented, even for someone who knows the subject quite well
Jim: I found out a lot from this exhibition
Zac: Would you do anything differently? Do you have any critical remarks to share?
Jim: hmm, nothing really critical. I just had some ideas, what else could be presented or added
Zac: like what?
Jim: they show this beautiful project for Skopje, after the big earthquake
Jim: when Yugoslavia together with the UN prepared a huge plan to rebuilt the destroyed city
Jim: this is a project that became a part of history of architecture and urbanism
Zac: it seems so
Jim: but what is also very interesting is what happened afterwards
Jim: when they abandoned the project, criticised it and most of all the new project - Skopje 2014
Jenny: I heard it's horrible
Jim: it us a nightmare. So Skopje transformed from a city that was planned to have the best architecture in the world to a city with arguably the ugliest, most kitschy buildings
Jenny: this story sounds very interesting indeed.
Jim: yes, but maybe it would be good for another exhibition
Jenny: maybe",Jim and Nick saw the exhibition about Yugoslav architecture in MoMA. Jim finds the exhibition extremely well prepared and presented. Jim thinks architecture in Skopje could be a good topic for another exhibition.
13716241,"Danny: ok guys so we need to decide on a shopping list for our trip 
Danny: please tell me your suggestions in this chat
Danny: and i will make a shared list with everyone
Ryan: well as a start - bread and rolls for breakfast
Ryan: also butter, some cheese and ham - the essentials
Chloe: please make sure to get some rye bread for me too!
Ryan: that's a good idea :)
Danny: ok guys thanks, what else?
July: some stuff to drink: coffee, tea
July: and also sugar, lemons, milk
July: there will be a lot of us so we need to have enough
Danny: ok - as for water we can drink straight from the tap there so i think buying it will be a waste of sapce
Chloe: yeah i agree, also no one mentioned vegetables
Chloe: so tomatoes, cucumber, lettuce, olives... not sure what else
July: some dried tomatoes and feta cheese, i can make a decent salad for the barbecue
Danny: thanks girls you are really helping me out :)
Ryan: meat for barbecue obviously
Ryan: some hamburgers, sausage, beef steaks, chicken fillets
Ryan: we can also get some vegan sausages for Maria
Danny: of course, i was also planning to buy some camembert and halloumi cheese - we can grill this too
July: that's a brilliant idea!
Chloe: and let's not forget the cleaning stuff
Chloe: so trash bags, something to wash the dishes
Danny: good point Chloe!
Danny: ok i have already created the basic list
Danny: <file_other>
Danny: you can all edit it and add your stuff, please sign in your name next to it so in case something looks weird i can consult it with you :D
Ryan: sure thing mate, thanks for taking care of it","Ryan, Danny, Chloe and July prepare a shopping list for their trip. They are going to buy food, drink and some cleaning stuff."
13680325,"Kate: Hello, my friend! 
Pedro: Hi there, what's up?
Kate: I missed you. Where have you been?
Pedro: I've been busy. You know, my family, job and so on. I had no time for chatting. And you?
Kate: I'm OK.",Kate missed Pedro. Pedro has been busy.
13717153,"Dave: I need to go to the office ASAP
Emily: What happened?
Dave: I need to send off all the project files I have on my computer.
Laura: Good luck with that
Dave: is there still anyone in the office?
Laura: When I was leaving Jess was still there
Jess: I'm about to leave.
Dave: Can you wait 5 min? I forgot my key.
Jess: Yes, but no more than 5. I have an appointment soon
Dave: Thanks Jess
Emily: If you want to go home I can pop in, I'm just 2 minutes away
Jess: It's ok, anyway I'm finishing off 
Dave: I'll be there in a sec","Dave needs to come back to his office urgently to send all the project files he has on his computer. He forgot his key to the office. Jess is still in the office, but she needs to leave in 5 minutes. Emily can pop in if necessary because she is just 2 minutes away. "
13716031,"Sandra: A few years ago, two parents went out for dinner. A few hours later, the babysitter was calling to ask if she could cover up the clown statue in the kids' room. The father said, ""Take the kids and get out of the house. We'll call the police, we don't have a clown statue."" The ""clown statue"" is really a killer that escaped from jail. If you don't pass this letter on to 10 of your contacts tonight, the clown will be in your bed at 3:00 am with a chainsaw in his hand.
Natalie: Sandra come on, don't spam us again!
Peter: This one was not bad. 
Kenny: Is the clown handsome? That sounds like a start of some good SM action.
Sandra: :D :D :D
Kenny: You'd like that, huh?
Natalie: Guys!!
Kenny: Maybe Natalie also enjoys SM?
Natalie: None of your business!
Kenny: Just kidding ;-)
Natalie: Very funny...
Sandra: How about we get drinks after work?
Kenny: Sure!","Natalie is not happy with Sandra spamming them again. Peter enjoyed it. Peter, Sandra, Kenny and Natalie want to get drinks after work."
13612145,"Greg: I'm stuck in traffic. Can't reach Layla. Can you tell her I will be running late piching up the kids from grandmas?
Betty: sure, I have her right here. her phone's dead.
Greg: thanks. 
Betty: no problem",Greg will arrive late to pick up kids from grandma's.
13819924,"Jarod: So we're planning to go to Cabo for Easter? 
Jarod: I am asking because I just got to my office
Jarod: to find the greatest deals for us
Jarod: Theres is four of us from what I see on the mail 
Jayden: Yes 4 of us 
Jarod: When do we want to leave Toronto 
Jarod: Like what days? 
Jayden: 25 March - 5 April 
Jayden: Works?
Eva: Ye im ok with that period of time
Marie: Me too 
Jarod: K I will take into consideration these days
Jarod: Its for one week right? 
Jayden: Yep
Jayden: For one week so 7 days during that time 
Jayden: that I just mentioned
Jarod: K good 
Jarod: We're all staying going on a boat excursion for one day too? 
Eva: Yes
Marie: Yepp
Jayden: How much is the excursion? 
Jarod: 25 Canadian per day
Jayden: good
Jarod: 👏 🤝 👍",Jarod is organising a trip for 4 to Cabo. 
13818965,"Josh: Are we going to order sth to eat??
Emma: Hmmm maybe maybe
Josh: I'm asing because I don't know what to do - eat sth or wait
Josh: asking*
Bill: We can order sth
Bill: Pizza?
Josh: Or maybe that asian food??
Bill: I feel like eating pizza today
Josh: Actually... why not both xDD
Emma: I like the way you think @Josh :D:D
Josh: Let's not limit ourselves!
Bill: Hahahaha
Emma: It's going to be a beautiful evening <33","Josh, Emma and Bill will order pizza and Asian food for the evening."
13862387,"Gillian: <file_other>
Gillian: I hate this feeling...
Monica: what's wrong?
Gillian: I could have done better :/
Monica: really? what happened actually?
Gillian: did you see their comments?
Monica: give me a minute
Gillian: ok
Monica: I'm back
Monica: don't worry! don't take it personally you're learning!!!
Gillian: maybe I'm overreacting
Monica: a little ;)
Gillian: I just really want to keep this job
Gillian: well they didn't say it's all wrong after all
Monica: because it isn't!
Gillian: I hope I'll get another chance :/",Gillian has got some negative feedback for her work. Monica comforts her.
13716299,"Curtis: Guys, do you know where mom keeps the colander?
Keith: Did you just create a group conversation to ask about a kitchen utensil? :D
Alma: It should be in the cupboard on the left. Top shelf probably.
Curtis: Thanks, sis.
Alma: You're welcome. I'm glad you're actually cooking something on your own ;)
Curtis: LOL, no, sorry, we're playing soldiers and I needed a helmet XD","Curtis is looking for the colander in the kitchen. He finds it thanks to Alma, who is also proud that he wants to cook something. In fact, he's just playing soldiers."
13829914,"Joe: oh wise sir David, decipher this for me
Joe: a company replied that they're not recruiting a copywriter, yet they asked me for samples
Joe: what does it mean?
David: they may have plans to recruit some in the future and are building a database of capable people
David: to make it easier for them when they will need to do it
Joe: that would actually make sense
Joe: every place that doesn't give me an outright STOP, gets a polite reply from me, trying to initiate negotiations :D
David: are you planning to send them some samples?
Joe: already sent my portfolio + a brochure I wrote texts for
Joe: I've actually done paid copywriting :D 
Joe: but it took some digging to locate the finished product
David: you paid so you can do copywriting? :P
Joe: Haha, no!
David: I know, that was a joke :P
Joe: I'm frustrated and trying to work on some stuff and it drains all my sense of humor :(
David: that's a bad sing, humor is the best shield against all the shit life is throwing at you","Joe applied for a position of a copywriter, but the company is not recruiting now. He sent them his portfolio and a brochure. "
13828675,"Hannah: good luck with your exam!
Rosie: thanks
Hannah: you're ready for it?
Rosie: not sure but I can't study anymore
Rosie: I think I'll just go to bed and rest
Hannah: that's not a bad idea, just rest and relax and everything should be fine","Rosie doesn't feel she's ready for the exam, but she can't study anymore. She'll go to bed and rest. "
13612151,"Ann: Are you at home?
Tom: Yes, why?
Ann: I lost my English book somewhere. I need to borrow yours for few minutes to copy some pages.
Tom: Sorry, but I left mine at school :(",Ann lost her English book and wants to borrow Tom's but he left it at school.
13817855,"Trevor: How is your vacation?
Trevor: You haven’t posted anything on Instagram
Anny: I prefer not to
Trevor: You can share a story with close friends
Anny: I didn’t know I could
Anny: Maybe I’ll just send you some pictures through WhatsApp
Trevor: Whatever you prefer
Trevor: I can’t wait to see them :D
Trevor: Are you enjoying yourself?
Anny: Yes! A lot
Anny: I did a one-week massage course
Trevor: Thai massage?
Anny: Yes ☺
Trevor: I can be your guinea pig if you want to practice ;-)
Anny: I need to! Otherwise I will forget everything. ",Anny is on holiday and hasn't posted anything on Instagram. She will send Trevor photos via Whatsapp. Anny completed a one-week Thai massage course and will practice on Trevor when she needs to.
13716661,"Amparo: Hey guys! What time are we meeting tomorrow?
Javier: I was thinking of going to the Rastro in the morning, so perhaps around noon?
Mike: A coffee around noon would be fine. I'd love to go to La Central, but if you guys prefer La Latina, it's also fine
Amparo: both are fine for me, so I'll let Javi decide
Javier: We could actually do both?
Mike: You mean having some fried sardines at the Rastro and then coffee at La Central? 🤣
Amparo: As I said, I'm up for both 😂😂😂
Javier: ☕🐬
Amparo: 💩
Mike: 💀 Delicious. Let us know where you are and we'll join you
Javier: Sure, I'll write to you as soon as I spot the ideal sardines 🐉
Amparo: Cool","Amparo, Javier and Mike are going to go to the Rastro and La Central tomorrow. Javier will let them know where they are meeting when he finds the right place."
13818866,"Abby: Boys, does anyone know how to fix a tap?
Sid: What's wrong with it?
Abby: It's dripping ;(
Sid: I can fix it, but I'm in Manchester at the moment so you'll have to wait three days.
Lucas: I can take care of it.
Abby: Thank you!",Lucas will fix a dripping tap for Abby. 
13862776,"Zana: Did you send the money today?
Katia: Yes I sent it this morning
Zana: What was the amount?
Katia: €290
Zana: Ok",Katia sent €290 this morning.
13821722,"Zoe: <file_other>
Ruby: I don't trust people that are as happy as him :D
Zoe: hahah, feel the same
Zoe: but he's talking about sth really interesting ;-)
Ava: he looks as if he's eaten the smiley emoticon :P﻿",Ruby and Zoe do not trust people who seem to be too happy.
13820708,"Jayce: I tried to approach to Jackie 
Kaleigh: And what happened? 
Jayce: We talked but she's not into me I think 
Kaleigh: You sure? 
Rory: You sure boi?
Jayce: yea
Jayce: I didn't manage to get her number
Kaleigh: Omg hahah
Rory: Well I think you can still try 
Rory: There is nothing to lose bae
Jayce: Haha
Peter: Apparently she's seeing some other dude
Jayce: How'd you know 😓
Peter: I see her sometimes with the same dude
Peter: This is a small town!
Peter: She lives like down to street 
Peter: I also think she's older, like 28 haha 
Rory: 2 years older than us wow 
Jayce: Oh really haha 
Jayce: She doesn't look like her age 
Peter: Well I know the neighbors here
Peter: So im not lying 😓","Jayce is worried Jackie is not into him, because she didn't give him her number. Peter is sure Jackie is seeing someone else. Peter is a neighbor of Jackie and he sometimes sees her with another man."
13680726,"Pit: Kinga, kisses for you fam!
Kinga: For your mum too.
Kinga: <file_gif>
Pit: <file_photo>
Kinga: <file_photo>
Pit: Could we change onto Whatsapp?
Pit: Could you text me a dot or sth as I have probably lost your number again :((
Kinga: Yes, of course!
Kinga: Is it still your old number?",Pit and Kinga will chat on Whatsapp. Kinga will send Pit a text message because he does not have her telephone number.
13828678,"Lisa: I love you
Jean-Luc: I love you too :)
Lisa: <3",Lisa and Jean-Luc love each other. 
13716682,"Charles: hey I'll be late tonight sorry! :(
Charles: have to see my dentist :/
Corinne: Are you going to make it before 9pm?
Charles: I'll try but I can't promise. I should be available from 8.30
Ethan: Corinne let's meet at 9pm
Ethan: Charlie we will be waiting for you at my place
Corinne: That's fine for me
Ethan: Is anyone else coming?
Charles: maybe Benny and George
Corinne: Charlie did you buy the glasses? :)
Charles: oohhh nooo... not yet! :(
Corinne: Ok don't worry I'm going to ikea this afternoon ;)",Corinne will meet Ethan at his place at 9 pm today and they will wait for Charlie to join. Benny and George might also come over. Corinne will buy the glasses this afternoon at Ikea.
13828742,"Tilda: how was your date?
Keanu: I was stood up
Tilda: wtf
Keanu: I finished my rose latte and went home
Tilda: that's terrible
Keanu: as soon I came home I burst into tears
Keanu: I feel so humiliated
Tilda: maybe sth happened
Tilda: and if that person acts this way it's better sooner or later to find out
Keanu: dating is exhausting
Keanu: and not dating is exhausting too
Tilda: I'm sorry
Keanu: I feel like shit
Tilda: it doesn't reflect your value
Tilda: try to remember that",Keanu is sad because his date didn't show up. He drank his coffee and went home to cry.
13681967,"Asia: Have you seen this? <file_photo>
Ola: Who is this?
Asia: Can't you see? Marysia.
Ola: She got engaged??
Asia: Obviously, they are in Warsaw for the whole weekend
Ola: She is still in high school....
Asia: Her FIANCE isn't :P
Ola: How old is he?
Asia: Filip's age, he finished university last year
Ola: What did her mom say?
Asia: How can I know? :P
Ola: She always acted older than her age, she was raised that way
Asia: I remember what I was like at her age. I couldn't even decide what university to go to, let alone get married 
Ola: You had an easy childhood :D
Asia: So did she...
Ola: What does her future husband do in life?
Asia: I know he wanted to become something connected with the army. He studied history.
Ola: Will you meet with them? Since they are in Warsaw?
Asia: I hope not, we are too busy anyway. I hope they have more important things atm :P","Asia and Ola are talking about Marysia who is getting married. The couple is in Warsaw now, but Asia is busy and will not meet them."
13730372,"Sally: John has a fever. He's burning up!
Jim: You going to take him to the doctors today?
Sally: Will wait until tomorrow and see if he improves.
Jim: I can come by and pick both of you up and drive you to the GPs if you want.
Sally: Thanks for the offer but we'll wait and see.
Jim: Fever in kids is dangerous you know that.
Sally: Yeah I know.
Sally: But if I took him to the doctors everytime he comes home with a fever I'd might as well move into the GP surgery. LOL
Jim: Are you keeping him home from school?
Sally: Yes. Until next week at least.
Jim: Good!
Sally: He can't afford to miss much more school as he's starting to fall behind in his schoolwork.
Jim: True. I hope he starts to feel better by tomorrow. Let me know if you need me to drop anything by yours tonight.
Sally: I think we have everything we need. If I think of something I'll let you know. xo","John has a fever. Sally will wait until tomorrow, to see if he improves, before taking him to the doctor. Sally will keep John home from school until at least next week. John already has problems keeping up with his schoolwork. "
13731245,"Jenny: We're almost there, you can start preparing 
Ron: ok, I'll be ready in 5 min
Jenny: ok, we will wait outside the building then
Ron: perfect",Jenny is coming. Ron will be ready in 5 minutes.
13682123,"Dan: I need some money, man.
Will: How much?
Dan: Much you got? :)
Will: Stop it, will you. Just call me.
Dan: Ok :)","Dan needs some money, so he will call Will."
13717146,"Marissa: What to do with Francesca after?
Devin: She goes home 😉
Marissa: But how? She can't walk
Alexandra: Wait a second. If they give her a prescription for antibiotics, please go with her to the nearest pharmacy. Or let her stay at the hospital, go alone, and buy them. They should be for free anyway. If they have already given her antibiotics, then send me your exact location and I'll book a taxi for her to go back home.
Jacqueline: From the only time in life I had it, I remember is one of the worst pains ever for a woman! I get that she can't walk... I wasn’t even able to stand!
Marissa: With a good pain killer for today and tomorrow and the antibiotics given by the doctor at the hospital, she should be fine by Monday! No worries, I will go to that pharmacy.
Alexandra: Ok… Get in touch again once you are done
Marissa: Ok
Jacqueline: Can you tell Francesca she is off tomorrow? She is working on Monday from 3pm.
Marissa: Sure.","Francesca is being released from hospital. She is off tommorow, but working on Monday from 3pm."
13730225,"Uncle John: Hey Auntie is making supper
Uncle John: Wanna have supper with us before you head off on your long journey? 
Mattie: Sure, I will stop by tonight thanks 😌",Mattie will join Uncle John and Auntie for supper tonight.
13682568,"Tim: hey Martha
Tim: i'm waiting in the car outside your house
Tim: are you ready?
Martha: Hi sweetie <3
Martha: Gimme 5 minutes, love ya
Tim: fine babe :-)",Tim is waiting for Martha outside her house. She is going to be there in 5 minutes.
13812280,"Penelope: hi! :) could you pick up my books from the library? i'm sick
Peyton: hey! sure
Peyton: do you need anything else? any medicines or food?
Penelope: no, thanks, Luca brought me a cough syrup and painkillers :)",Penelope is sick. Peyton will pick up the books from the library. Luca brought Penelope cough syrup and painkillers. 
13818660,"Zayden: Weird question maybe but don't you happen to have a spare keyboard lying around at home?
Kailee: Uhh... Dunno if you could call it a spare one, but I don't really use my desktop too much...?
Kailee: What do you need it for?
Zayden: Mine doesn't seem to be working but I need to confirm if it's an issue with the keyboard or the computer itself.
Zayden: So if I could borrow yours for a while, it would be great. I just need to check one thing and I can give it back to you.
Kailee: Sure, I don't see why not",Zayden wants to borrow a keyboard from Kailee in order to check if there's a problem with his keyboard or the computer itself.
13682608,"Uma: did u make groceries?
Rodney: yes
Uma: love u!",Rodney made groceries.
13728082,"Mia: Going to the family dinner?
Gia: I don't want to 
Gia: but have to
Mia: I don't like meeting these new people
Gia: Me neither
Mia: What time u be there?
Gia: probs 9","Gia and Mia are going to the family dinner, and they meet at 9. Gia and Mia do not like family dinners, because they do not feel comfortable with meeting new people. "
13716608,"Tina: Cold outside, warm inside! Having autumn spice coffee with my best friend! x
Andy: Can i order one too, please?
Rob: sounds like you're having a great day?! take care!
Beth: so busy around the children i wish i had one too! x
Harry: enjoy your spice coffee! 
Chloe: i could spend the entire autumn sipping coffee at a cafe",Tina is drinking spice coffee on a cold autumn day.
13728089,"Logan: Where are you?
Beth: at home
Logan: already?
Beth: I was tired
Logan: But you left without saying anything 
Beth: I know, I didn't want to be a kill joy
Logan: but we were worried that something happened
Beth: I'm sorry
Logan: doesn't matter, good that you're safe
Beth: I need to rest a few days
Logan: I know, I understand it
Beth: But we can meet on Wednesday if you want
Logan: would be great
Beth: ok, I'll write you
Logan: great",Beth is at home. Logan is surprised that Beth left without saying goodbye. Beth and Logan are probably meeting again on Wednesday.
13821308,"Aron: Is anyone free and near the university? We could go to some coffee
Ivan: I will have a break in 10 minutes, but I planned on eating something
Aron: That is also cool, anyone else?
Karlo: I have a class right after this one...
Luka: And I am home :p",Karlo and Luka can't have a coffee with Aron. Ivan will have a break in 10 minutes.
13819825,"Tom: what lines are you flying to Stockholm with?
Jenny: with British Airways
Tom: wow, they are super expensive!
Tom: why not Ryanair?
Sophia: We never use them, it's too tiring and unpleasant
Tom: Yes, but super cheap, sometimes even a few pounds
Sophia: I know, but to go through their website is a nightmare
Sophia: and even a bigger nightmare on board
Tom: I see, but cheap...",Jenny and Sophia are flying to Stockholm with British Airways. Tom is very surprised that Jenny and Sophia didn't choose Ryanair.
13731401,"Lina: Hi Ben, I need some advice on digital camers. Can you help?
Ben: Sure. But can we talk in the evening? I'm having quite a busy day at the office.
Lina: Yeah, sure!
Ben: Let's say around 7:00. OK?
Lina: Great! ",Ben will advise Lina about digital cameras around 7 PM.
13730086,"Ivy: I have the best Christmas playlist!
Logan: What is it?
Ivy: It's on Spotify. Christmas Piano or something.
Logan: Sounds boring!
Ivy: It's actually good when you're working.
Logan: Probably not distracting.
Ivy: Not at all.
Ivy: Just background music.
Logan: I'll give it a try. Need to get in the spirit!
Ivy: I hear you!
Logan: Too depressed for Christmas this year.
Ivy: I'm in touch.
Logan: It's the weather. And the president. And the world!
Ivy: Whoa! You need a drink!
Logan: TGIF...","Ivy has good Christmas music on Spotify. Logan might like to try listening to it, too, as he doesn't feel the Christmas spirit yet."
13818766,"Oprah: does Michelle like surprise parties?
Liam: she doesn't like surprises at all
Bernadette: nooooope
Liam: if you did sth like that she would be super anxious
Oprah: ok",Oprah wanted to know if Michelle likes surprise parties. She doesn't.
13810731,"Kaya: Can i ask your brother to help me to solve that puzzle
Tatum: Whhy do you think he can help you
Kaya: He might help me
Tatum: He is so dumb xD
Kaya: Can you ? 
Tatum: neither can i  :/
Kaya: Ok :(",Kaya can't solve a puzzle and is looking for help from Tatum's brother. Tatum and his brother can't help Kaya.
13820106,"Oscar: Hey guys, could you please remind me when the meeting will take place today?
Owen: Isn't it at 7PM? Porter, am I right?
Porter: Yes, but it is better to come a bit earlier, like 6.45PM
Oscar: thank you, will see you there
Owen: cya there",Porter advises his friends to arrive at 6.45 for tonight's meeting. 
13611919,"Thomas: I have some bad news.
Valerie: Something’s happened?
Thomas: No, no I just can’t meet you today. I'm sorry I can't make it. Work ☹
Valerie: Nothing, I’ve got to catch up on some work, too
Thomas: Maybe some other time?
Valerie: Would be great. When?
Thomas: Next week, ok?
Valerie: Sounds perfect",Thomas can't meet Valerie today because of work. Valerie has loads of work too. Thomas will see Valerie next week.
13819069,"Allan: All very laudable & that but it's still the equivalent of less than £1 from each citizen of the UK. And this government recently found £1billion to get the DUP onside.
Tamara: And yet it's not for every single person in the UK. Not everyone needs help from charity
Allan: Sorted. I think. 😍
Steve: Have a fundraiser for the NHS.
Toni: Steve Denton good idea
Ian : Have a fund raiser for a Trident replacement.
Ian: Fund the NHS with the money we save not replacing Trident.",The government found £1billion to help the DUP while they decided to give less than £1 a citizen for charity. 
13729519,"Carmen: there is a discount week coming up at Victoria's Secret
Mallory: you've got my interest...
Carmen: they say they will have discounts up to -50%
Mallory: that is HUGE
Carmen: i know, we should go do some shopping
Mallory: without a question!
Carmen: the sooner we go the better probably so there will still be something left for us haha
Mallory: good concern, all the girls will go crazy when they find out lol
Carmen: yeah, so we should be the first crazy girls out there :D
Mallory: of course sister!",Carmen and Mallory will go to Victoria's Secret as soon as possible to take advantage of the upcoming discount week.
13729392,"Meg: Hiyo!
Marge: Whattup?
Meg: What was the name of that hand cream?
Meg: the one you had in your purse yesterday
Meg: I'm at Rossmann and can't remember :)
Marge: the one that's more like vaseline or the one with cashmere?
Meg: it was more silky than vaseline-y
Marge: lol
Marge: so it was the one from Ziaja
Marge: i'll send you a pic
Marge: <file_photo>
Marge: ignore the mess on my desk lol
Meg: when it is ever NOT messy :-P
Marge: be nice
Marge: i revealed to you the name of my hand cream :-P
Marge: not everyone gets that privilege ;)
Marge: <file_gif>
Meg: XD
Meg: thank you O Magnanimous one!
Meg: I shall forever be in your debt
Meg: <file_gif>
Marge: XD",Meg needs the name of Marge's hand cream. Marge sends Meg a picture of it.
13818827,"John: Hi, guys, I'm thinking about working from home today
Mia: as you prefer, it never works for me though
Miles: but you have to inform Simon, I hope you know it
John: why?
Mia: he coordinates works of the office and sometimes needs some people to be there
John: ok, I'll write him write now
Miles: cool",John will work home office today and has to inform Simon who coordinates works of the office.
13716041,"Terry: I need your email addresses to send presentation
Joe: here goes mine joe@bubblegum.net
Terry: Seriously lol
Mindy: mindy.d@yahoo.com
Jake: happypotatoe@gmail.com
Terry: even better lol
Jake: hahaha I don't want any spam like this on my work emails
Terry: Oh sure thing:D It's probably pizza@orderme.com
Jake: hahahaha you got me bro lol","Terry will send Joe, Jake and Mindy a presentation. Joe's email is joe@bubblegum.net, Mindy's: mindy.d@yahoo.com and Jake's: happypotatoe@gmail.com."
13730307,"Jake: <file_photo> 
Jason: Who's that girl
Jake: That's me 5 years ago
Jason: Oh wow! ",Jake showed Jason her photo from 5 years ago.
13829302-1,"Andy: I'm joining the game now
Andy: see my request?
Jonah: accepted
Andy: I don't see you
Jonah: wait a sec we're ending the game and you can join the new one
Andy: ok
Andy: what's taking so long?
Jonah: fuckin Mike has a fuckin lag
Andy: ...
Jonah: OK choose your weapon
Andy: what do we need?
Jonah: 5 and 6
Andy: got it
Jonah: ok playing now","Mike was having lag, so it took a while for him and Jonah to finish the game. Now Andy joined them."
13612234,"Robert: Hi, Jane. What's up?
Jane: Nothing much. How about you?
Robert: Just browsing the internet for some interesting movie.
Jane: You want to watch it online?
Robert: Not necessarily. Frankly, I'd rather go out.
Jane: It's pouring.
Robert: I got a car and umbrella.
Jane: Sounds like you might stay dry:)
Robert: Want to try to stay dry with me.
Jane: Why not. Pick me up.",Robert is picking Jane up and they are going out even though it's raining heavily. 
13829219,"Emma: Lexi I just wanted to let you know I won't be able to come tonight.
Lexi: Why?? What happened???
Emma: We had a huge fight and I don't feel like being between people. Sorry.
Lexi: What if you come just for an hour to see how you feel
Lexi: we can talk and maybe you'll have a little bit of fun
Emma: Thanks I'll let you know. For now I'm lying in bed and don't feel like leaving my pillow
Lexi: just get dressed and come hear :*","Emma doesn't want to come tonight, because she had a fight."
13863208,"Rosie: Have you sent the project to Mr. Smith?
Mike: Not yet, but I'm working on it
Rosie: The deadline is tomorrow, right?
Mike: Yep
Mike: At midnight
Rosie: thanks",Mike is working on a project for Mr. Smith. It's due tomorrow at midnight.
13821311,"Jana: <file_photo> 
Jana: haha
Uncle Jake: Your mom is having fun there! 
Auntie Josie: Wow she's looks glamorous ",Jana's mother looks glamorous.
13829464-1,"Lora: Hi, Michelle.
Michelle: Hi, Lora. Good to hear from you.
Lora: Yeah. I've been so busy at work recently.
Michelle: I know what you mean.
Lora: Fortunately, things slowed down a bit for me now.
Michelle: Good for you, Lora.
Michelle: You've been working too hard.
Lora: Probably. But it paid off.
Michelle: What do you mean?
Lora: Well, I got promoted.
Michelle: You did?
Lora: Yep. You're talking to Senior Account Manager.
Michelle: Congrats. Did you get a raise too?
Lora: I did. Not too much though:(
Lora: But what really counts, I will have much less work.
Michelle: How come?
Lora: I'll have fewer and larger clients. Basically, means working 9 to 5, five days a week.
Michelle: A big change for you, then:)
Lora: Exactly, we will meet much more often.
Michelle: Cool. How about this Saturday?
Lora: Can do=) Let's go shopping?
Michelle: Sound great. Pick me up in the morning.
Lora: Definitely be there!",Lora was busy at work recently. She got a promotion and a raise. Now she is Senior Account Manager and has less work than before. Lora and Michelle will go shopping together on Saturday. Lora will pick Michelle up in the morning.
13728497,"Violet: I got to see the CB special last night! 
Leo: Better late than never?
Violet: I guess!",Violet saw CB special last night. 
13729293,"Paula: Hey, can you buy a bottle of wine for me?
Stan: Sure. What's the occasion?
Paula: The ""terrible day"" occasion.
Stan: Eh. I'm sorry to hear that.
Stan: Ok. I'll get you a wine and you will fill me in when I get home.
Paula: Thx. See you.",Stan will get a bottle of wine to cheer Paula up.
13716705,"John: Hi guys, can you recommend any dentist in this city?
Patricia: I always go to a different one, and I'm alway unhappy with them
Jeniffer: you could check in the internet 
Jeniffer: I don't go to a dentist here, it's too expensive, my parents have a friend dentist so I see him when I visit them
Jeniffer: <file_photo>
Jeniffer: Maybe this one? 
Patricia: Oh, not, I know him. He was horrible. Very handsome thought 
John: Hmm, nice, but I would like to have a good doctor, not (only) a hot one
Patricia: He didn't recognised that i had gingivitis
Patricia: Another one told me afterwards.
John: Why is it so difficult to find a good dentist for a reasonable price?
Patricia: no ideas, they are either amateurish idiots or expensive assholes
Patricia: at least in this city 🤷‍♀
Jeniffer: you can always go to mine. But it's 300km one way 😛
John: not the best idea. I'll search in google I think",John needs a dentist. Patricia and Jenniffer cannot recommend anyone so he will search on the Internet.
